,templates
13769,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13770,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13771,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13772,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13773,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13774,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13775,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13776,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13777,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13778,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13779,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13780,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13781,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13782,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13783,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13784,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13785,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13786,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13787,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13788,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13789,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13790,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13791,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13792,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'insulin', 'greater', 'than', 'and', 'likelihood', '[e]']"
13793,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13794,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13795,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13796,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13797,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13798,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13799,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13800,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13801,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13802,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13803,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13804,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13805,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13806,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13807,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13808,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13809,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13810,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13811,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13812,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13813,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13814,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13815,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13816,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13817,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13818,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13819,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13820,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13821,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13822,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13823,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13824,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13825,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13826,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13827,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13828,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13829,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13830,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13831,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13832,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13833,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13834,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13835,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13836,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13837,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13838,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13839,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13840,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13841,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13842,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13843,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13844,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13845,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13846,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13847,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'insulin', 'greater', 'than', 'and', 'likelihood', '[e]']"
13848,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13849,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13850,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13851,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13852,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13853,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13854,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'insulin', 'greater', 'than', 'and', 'likelihood', '[e]']"
13855,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13856,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13857,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13858,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13859,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13860,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13861,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13862,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13863,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13864,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13865,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13866,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13867,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13868,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13869,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13870,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13871,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13872,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13873,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13874,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13875,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13876,"['filter', 'skinthickness', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13877,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13878,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13879,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13880,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13881,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13882,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13883,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'insulin', 'greater', 'than', 'and', 'likelihood', '[e]']"
13884,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13885,"['filter', 'insulin', 'greater', 'than', 'or', 'filter', 'bloodpressure', 'greater', 'than', 'and', 'likelihood', '[e]']"
13886,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13887,"['filter', 'glucose', 'greater', 'than', 'or', 'filter', 'age', 'greater', 'than', 'and', 'likelihood', '[e]']"
13888,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13889,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13890,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'bmi', 'greater', 'than', 'and', 'likelihood', '[e]']"
13891,"['filter', 'bloodpressure', 'greater', 'than', 'or', 'filter', 'skinthickness', 'greater', 'than', 'and', 'likelihood', '[e]']"
13892,"['filter', 'bmi', 'greater', 'than', 'or', 'filter', 'pregnancies', 'greater', 'than', 'and', 'likelihood', '[e]']"
13893,"['filter', 'pregnancies', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13894,"['filter', 'age', 'greater', 'than', 'or', 'filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'likelihood', '[e]']"
13895,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'or', 'filter', 'glucose', 'greater', 'than', 'and', 'likelihood', '[e]']"
13896,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13897,"['filter', 'bloodpressure', 'greater', 'than', 'and', 'filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13898,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13899,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13900,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13901,"['filter', 'glucose', 'greater', 'than', 'and', 'filter', 'pregnancies', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13902,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'glucose', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13903,"['filter', 'age', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13904,"['filter', 'bmi', 'greater', 'than', 'and', 'filter', 'glucose', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13905,"['filter', 'diabetespedigreefunction', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13906,"['filter', 'insulin', 'greater', 'than', 'and', 'filter', 'glucose', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13907,"['filter', 'skinthickness', 'greater', 'than', 'and', 'filter', 'bloodpressure', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13908,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'diabetespedigreefunction', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
13909,"['filter', 'pregnancies', 'greater', 'than', 'and', 'filter', 'insulin', 'greater', 'equal', 'than', 'and', 'likelihood', '[e]']"
